game_name;steam_id;required_age;is_free;description;languages;developers;publishers;release_date;price;metacritic_score;genres;categories;release_date_2
Unbeatable professional me with 100 girlfriends;2701420;0;False;Since I was a child, I learned the skills of my family, but I didn't expect an unexpected trip. Let me rely on my vocational skills alone to create a bond with many, many sisters!;English, Japanese, Simplified Chinese, Traditional Chinese, Arabic;philosophy♂;Day Day Up！;{'coming_soon': False, 'date': '17 May, 2024'};£8.50;;Action, Casual, Indie, RPG, Simulation, Early Access;Single-player, Family Sharing;
Tomboy: Love in Hot Forge;2732730;0;False;Tomboy: Love in Hot Forge. Meet Brigid, the blacksmith girl who invited you to spend the night at her house. Prepare yourself to spend an unforgettable time with this strong and bossy woman.;English, Russian, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America;Zylyx;NSFW18 Games;{'coming_soon': False, 'date': '29 Feb, 2024'};£3.39;;Adventure, Casual, Indie, RPG, Simulation;Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing;
Monster Tiles TD: Tower Wars;2447060;0;True;Free Tower Defense game with unique roguelike elements. Custom base building mechanics allow you to create your own base and maze with tiles earned after each wave. Unleash a variety of monsters, each with its own evolution path and unique skills, and evolve them into legendary creatures.;English;Swell Games LLC;Swell Games LLC;{'coming_soon': False, 'date': '11 Feb, 2024'};;;Action, Casual, Indie, RPG, Strategy, Free To Play;Single-player, Steam Achievements, In-App Purchases;
Sex City: 2069;2487130;0;False;Sex City: 2069 is a third-person cyberpunk shooter, you'll embody a captivating female protagonist amidst an atmosphere of cyberpunk and science fiction. Prepare yourself for adult-oriented content as you dive into the depths of this virtual city.;English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Vietnamese, Greek, Danish, Simplified Chinese, Traditional Chinese, Korean, Norwegian, Dutch, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Romanian, Thai, Turkish, Hungarian, Ukrainian, Finnish, Czech, Swedish, Japanese, Indonesian, Spanish - Latin America;Octo Games;Octo Games;{'coming_soon': False, 'date': '20 Jul, 2024'};£7.14;;Action, Adventure, Casual, RPG;Single-player, Steam Achievements, Steam Trading Cards, Family Sharing;
Harvest Days: My Dream Farm;1515320;0;False;Escape the stress of the big city and enjoy the country life. Take care of your farm, explore the open game world and create your farming paradise. Take care of your animals, cultivate the fields, produce useful and decorative items and build your dream ranch.;English, German, Spanish - Spain, Simplified Chinese, French, Catalan, Japanese;Family Devs;Family Devs, Toplitz Productions;{'coming_soon': False, 'date': '25 Jul, 2024'};£8.39;;Adventure, Indie, RPG, Simulation;Single-player, Steam Achievements, Full controller support, Family Sharing;
GUNVOLT RECORDS Cychronicle;2585040;0;False;A new rhythm music game starring the songstresses of the Azure Striker Gunvolt series, Lumen, Lola, and Luxia singing 15 different songs. Follow the notes to the pounding beat and aim for a top score in this electrifying rhythm game!;English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Japanese, Korean;INTI CREATES CO., LTD.;INTI CREATES CO., LTD.;{'coming_soon': False, 'date': '15 Feb, 2024'};£8.28;;Action, Casual;Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing;
BeachHead;1288790;0;False;BEACHHEAD - IT'S NOT JUST A GAME, IT'S THE FUTURE OF REALITY. BeachHead 2000 changed the gaming paradigm by bringing a new gaming experience to life. 20 + years later, the original creators are doing it again. Try the new BEACHHEAD experience (VR or Desktop) and see for yourself.;English;Digital Fusion Inc.;Digital Fusion Inc.;{'coming_soon': False, 'date': '22 Jan, 2024'};£12.79;;Action, Casual, Indie, Simulation;Single-player, Steam Achievements, Tracked Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing;
Witch's Doll;2892000;0;False;Witch's Doll is a first-person psychological horror game with realistic graphics. Beware, something is lurking in the dark. Get ready for intense jumpscares.;English, French, Italian, German, Spanish - Spain, Greek, Japanese, Korean, Polish, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Ukrainian;Elite Lords Studios;Elite Lords Studios;{'coming_soon': False, 'date': '24 May, 2024'};£3.53;;Adventure, Indie;Single-player, Steam Achievements, Full controller support, Family Sharing;
Anno 1701 History Edition;2820140;0;False;Rediscover the classic gameplay of 1701 A.D. and its expansion The Sunken Dragon in Anno® 1701 History Edition.;English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian;Ubisoft Mainz;Ubisoft;{'coming_soon': False, 'date': '22 Apr, 2024'};£4.29;;Simulation, Strategy;Single-player, Multi-player, Co-op;
IIslands of War;1162470;0;False;IIslands of War is a 2D roguelike where you build floating islands out of blocks and modules. Travel through different realms to various locations to collect powerful items, shop for items, forge your items to become more powerful, and battle the Dark Order.;English;jwiggs;jwiggs;{'coming_soon': False, 'date': '10 Mar, 2024'};£4.29;;Action, Adventure, Indie;Single-player, Family Sharing;
GIRLDIVERS;2892310;0;False;Join the GIRLDIVERS, humanity's last line of offense against an overwhelming alien menace. Command sexy girl soldiers in a rich campaign full of randomly generated challenges, unforgiving enemies, sci-fi gadgets, and heavy firepower. Engaging in lewd punishments and rewards along the way.;English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil;Sweet Cakes Games;Sweet Cakes Games;{'coming_soon': False, 'date': '30 Aug, 2024'};£12.79;;Action, Indie, Early Access;Single-player, Steam Achievements, Stats, Family Sharing;
Forsaken Quartet;2377410;0;False;The world has been ravaged by a horrible disease. You and three others are the only people left alive on the small island on which you reside.;English, Japanese, Simplified Chinese;AVANTGARDE;Kagura Games;{'coming_soon': False, 'date': '17 May, 2024'};£10.99;;Adventure, Indie;Single-player, Steam Cloud, Family Sharing;
Unlucky Seven;579120;0;False;Unlucky Seven will take you on a space walk and tell you a story about love, hate, and craving for human flesh.;English, French, Italian, German, Polish, Russian, Turkish;Puzzling Dream;SIG Publishing, Art Games Studio S.A.;{'coming_soon': False, 'date': '6 Feb, 2024'};£6.69;;Action, Adventure, Indie;Single-player, Steam Achievements, Partial Controller Support, Family Sharing;
Scourge Of War - Remastered;2205330;0;False;Welcome to Scourge of War, a real-time 3D computer game/simulation developed by NorbSoftDev, the company headed by renowned game designer Norb Timpko, designer of Mad Minute Games' acclaimed Take Command series. Scourge of War is the epitome of historical command simulations.;English, Italian, German, French;Norb Software Development LLC;Norb Software Development LLC;{'coming_soon': False, 'date': '6 Sep, 2024'};£15.89;;Action, Indie, Simulation, Strategy;Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Workshop, Includes level editor, Family Sharing;
Primateria;1397130;0;False;Embark on an epic journey in Primateria, a game redefining the roguelike deckbuilder with a nod to classic Yu-Gi-Oh! experience. Fuse cards, battle divine beings, and navigate through a universe teeming with challenges and surprises. Embrace the thrill of endless combinations and tactical depths.;English, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, Spanish - Spain;Yfrit Games;Surefire.Games;{'coming_soon': False, 'date': '8 Jan, 2024'};£6.99;;Adventure, Indie, Strategy;Single-player, Steam Achievements, Steam Cloud, Family Sharing;
Mutant Football League 2;1657320;0;False;Mutant Football League 2 is a hard-hitting, arcade-style football game that combines intense gameplay, wisecracking mutants, weapons, deep strategy, and outrageous humor. Prepare yourself for the most insanely brutal football you’ll ever experience.;English;Digital Dreams Entertainment;Digital Dreams Entertainment;{'coming_soon': False, 'date': '31 May, 2024'};£20.99;;Action, Casual, Indie, Sports, Early Access;Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Steam Cloud, Remote Play Together, Family Sharing;
SEX, Stocks & Cocks;2983270;0;False;"SEX, Stocks &amp; Cocks is an exciting visual novel for adults that immerses you in a world of intrigue, fraud, and sexual passion. As the protagonist, you will find yourself in the midst of a large stock brokerage firm, where everyone hides their secrets and motivations.";English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Vietnamese, Greek, Danish, Simplified Chinese, Traditional Chinese, Korean, Norwegian, Dutch, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Romanian, Thai, Turkish, Hungarian, Ukrainian, Finnish, Czech, Swedish, Japanese, Indonesian, Spanish - Latin America;Lust Desires 🖤;Lust Desires 🖤;{'coming_soon': False, 'date': '8 Jun, 2024'};£7.80;;Casual, RPG, Simulation;Single-player, Steam Achievements, Steam Trading Cards, Family Sharing;
Astrodle;2853130;0;False;Ready for some chill time in space? Astrodle has you covered. Watch the numbers soar as you upgrade your ship and travel the stars. Oh, and you might just become a god.;English, French;Robin Nicolet;Robin Nicolet;{'coming_soon': False, 'date': '19 Jun, 2024'};£4.99;;Casual, Indie;Single-player, Steam Achievements, Steam Cloud, Family Sharing;
Farmer's Father: Save the Innocence;1905980;0;False;War breeds heroes you've never heard of. You are the ordinary person holding a huge burden of protecting what's most precious and innocent. Fight with hunger, wounds, cold, disease, and enemy cruelty. Defend your family and survive the war!;English, Polish, French, Italian, German, Spanish - Spain, Korean, Russian, Simplified Chinese, Turkish, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Norwegian, Portuguese - Portugal, Ukrainian, Japanese, Swedish, Vietnamese;FreeMind S.A.;FreeMind S.A., PlayWay S.A.;{'coming_soon': False, 'date': '25 Mar, 2024'};£3.82;;Action, Adventure, Indie, Simulation;Single-player, Family Sharing;
Anno 1503 History Edition;2820110;0;False;Experience the classic gameplay of 1503 A.D.: The New World, optimized for current computers with resolutions up to 4K.;English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian;Ubisoft Mainz;Ubisoft;{'coming_soon': False, 'date': '22 Apr, 2024'};£8.59;;Simulation;Single-player, Multi-player, Co-op;
PAC-MAN Mega Tunnel Battle: Chomp Champs;2095950;0;False;Eat your way through multiple interconnected mazes using Power Pellets and a variety of Power Items to chomp the GHOSTS and opponent PAC-MAN players! Be the last PAC standing at the end of each match in this 64-player Battle Royale to be the Chomp Champ!;English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chinese;Amber Studio;Bandai Namco Entertainment America Inc.;{'coming_soon': False, 'date': '8 May, 2024'};£15.99;;Casual;Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Family Sharing;
The Pony Factory;2536530;0;False;Winston thought he could use heavy machinery and power from the depths of hell to transform sinful men into magic ponies. Winston was wrong.;English;David Szymanski, John Szymanski;David Szymanski;{'coming_soon': False, 'date': '18 Jan, 2024'};£2.37;;Action;Single-player, Full controller support, Steam Cloud, Family Sharing;
Microcosmum 2;1486140;0;False;A relaxing strategy game featuring unconventional gameplay. Your objectives include development, evolution, border expansion and protection of your hive.;English, Russian, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Danish, Spanish - Latin America, Korean, Dutch, Polish, Turkish, Czech, Japanese, Traditional Chinese, Simplified Chinese;Satur Entertainment;Satur Entertainment;{'coming_soon': False, 'date': '2 Mar, 2024'};£12.79;;Action, Adventure, Casual, Indie, RPG, Simulation, Strategy;Single-player, Steam Achievements, Steam Cloud, Family Sharing;
Death Trick: Double Blind;2254710;0;False;The star magician of Morgan’s Traveling Circus is missing, but the show must go on! In this non-linear detective visual novel, unravel the mystery from two different perspectives as you learn the varying stories of an entire circus of performers, each with their own lives... and their own secrets.;English, Simplified Chinese;Misty Mountain Studio;Neon Doctrine;{'coming_soon': False, 'date': '11 Mar, 2024'};£14.99;;Adventure, Casual, Indie, Strategy;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
Clash II;1347760;0;False;Clash II is a turn-based strategy game in a world steeped in ancient magic. Immerse yourself in its history and explore forgotten land full of magical creatures. Gather and train an army, expand your stronghold, upgrade your heroes! Lead one side of the conflict and decide the fate of the continent!;English, Polish, German;Prime Bit Games SA;Prime Bit Games SA;{'coming_soon': False, 'date': '15 Feb, 2024'};£20.99;;Adventure, Indie, Strategy;Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing;
Mobiles Tycoon;3022320;0;False;Mobiles Tycoon is a brand new game about creating your mobile devices: smartphones and tablets. In the game you have to manage your company and develop your devices (smartphones and tablets), operating systems and processors;English, French, Italian, German, Spanish - Spain, Indonesian, Simplified Chinese, Polish, Portuguese - Portugal, Russian, Turkish, Ukrainian;Insignis Games;Insignis Games;{'coming_soon': False, 'date': '15 Jul, 2024'};£4.99;;Indie, Simulation, Strategy;Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing;
[ECHOSTASIS];1558000;0;False;THE AWARD-WINNING CONCLUSION TO THE [ENIGMA] TRILOGY, [ECHOSTASIS] presents a world where our reality is not only curated by algorithms, but created by them.;English;ENIGMA STUDIO;ENIGMA STUDIO;{'coming_soon': False, 'date': '30 May, 2024'};£14.44;;Action, Adventure;Single-player, Steam Achievements, Remote Play Together, Family Sharing;
8th Heaven;2321860;0;False;A point and click life simulator about being reborn on an island paradise filled with fantastical monster-hotties! Live your brand new day-to-day life making by friends and indulging in erotic intimacy!;English;Cottage Club;TinyHat Studios;{'coming_soon': False, 'date': '29 Jul, 2024'};£10.23;;Indie, Simulation, Early Access;Single-player, Family Sharing;
战国女神;2706730;0;False;轻装上阵，点兵点将，欢迎进入少女战略家的幻想乐园，治愈系和风SLG《战国女神》带你重回幕府战国时代，为你构筑一个轻松解压但又不失挑战的休闲战略舞台。收集养成少女战姬，征战游历战国历史，家族组团略地攻城。;Simplified Chinese;战国女神;战国女神;{'coming_soon': False, 'date': '19 Jan, 2024'};;;Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play;Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing;
Goons: Legends & Mayhem;1484180;0;False;A frantic blend of beat 'em up and arcade hockey that plays out over various themed levels with opposing teams of heroes outfitted with unique abilities. Insane sports action like you've never seen before!;English, French, Spanish - Spain, Japanese, Simplified Chinese, German, Czech, Swedish;RageCure Games;Firestoke;{'coming_soon': False, 'date': '11 Apr, 2024'};£16.99;;Action, Casual, Sports;Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing;
Homeless;3018910;0;False;Beneath the dazzling lights of New York, a sinister darkness lurks. In the hour when the whole city is sleeping, a strange and terrifying man emerges from the darkness, intent on shattering your mind and spirit;English;DarkPhobia Games;DarkPhobia Games, Teaserplay;{'coming_soon': False, 'date': '3 Aug, 2024'};£5.89;;Adventure;Single-player, Steam Achievements, Family Sharing;
